,position,heading,targetx,targety,thetax,thetay,velocity,acceleration,omega
346,"v = ( 0.0000, 0.0000, 71.1628 ) 	|v| = 71.1628","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.8362 ) 	|v| = 45.8362","v = ( 0.0000, 0.0000, -11.2005 ) 	|v| = 11.2005","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
347,"v = ( 0.0000, 0.0000, 71.6211 ) 	|v| = 71.6211","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.7243 ) 	|v| = 45.7243","v = ( 0.0000, 0.0000, -11.1936 ) 	|v| = 11.1936","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
348,"v = ( 0.0000, 0.0000, 72.0784 ) 	|v| = 72.0784","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.6124 ) 	|v| = 45.6124","v = ( 0.0000, 0.0000, -11.1868 ) 	|v| = 11.1868","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
349,"v = ( 0.0000, 0.0000, 72.5345 ) 	|v| = 72.5345","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.5006 ) 	|v| = 45.5006","v = ( 0.0000, 0.0000, -11.1801 ) 	|v| = 11.1801","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
350,"v = ( 0.0000, 0.0000, 72.9895 ) 	|v| = 72.9895","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.3889 ) 	|v| = 45.3889","v = ( 0.0000, 0.0000, -11.1733 ) 	|v| = 11.1733","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
351,"v = ( 0.0000, 0.0000, 73.4434 ) 	|v| = 73.4434","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.2772 ) 	|v| = 45.2772","v = ( 0.0000, 0.0000, -11.1666 ) 	|v| = 11.1666","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
352,"v = ( 0.0000, 0.0000, 73.8962 ) 	|v| = 73.8962","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.1656 ) 	|v| = 45.1656","v = ( 0.0000, 0.0000, -11.1599 ) 	|v| = 11.1599","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
353,"v = ( 0.0000, 0.0000, 74.3478 ) 	|v| = 74.3478","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 45.0541 ) 	|v| = 45.0541","v = ( 0.0000, 0.0000, -11.1532 ) 	|v| = 11.1532","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
354,"v = ( 0.0000, 0.0000, 74.7984 ) 	|v| = 74.7984","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.9426 ) 	|v| = 44.9426","v = ( 0.0000, 0.0000, -11.1465 ) 	|v| = 11.1465","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
355,"v = ( 0.0000, 0.0000, 75.2478 ) 	|v| = 75.2478","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.8312 ) 	|v| = 44.8312","v = ( 0.0000, 0.0000, -11.1398 ) 	|v| = 11.1398","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
356,"v = ( 0.0000, 0.0000, 75.6961 ) 	|v| = 75.6961","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.7199 ) 	|v| = 44.7199","v = ( 0.0000, 0.0000, -11.1332 ) 	|v| = 11.1332","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
357,"v = ( 0.0000, 0.0000, 76.1433 ) 	|v| = 76.1433","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.6086 ) 	|v| = 44.6086","v = ( 0.0000, 0.0000, -11.1266 ) 	|v| = 11.1266","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
358,"v = ( 0.0000, 0.0000, 76.5894 ) 	|v| = 76.5894","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.4974 ) 	|v| = 44.4974","v = ( 0.0000, 0.0000, -11.1200 ) 	|v| = 11.1200","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
359,"v = ( 0.0000, 0.0000, 77.0343 ) 	|v| = 77.0343","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.3863 ) 	|v| = 44.3863","v = ( 0.0000, 0.0000, -11.1134 ) 	|v| = 11.1134","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
360,"v = ( 0.0000, 0.0000, 77.4782 ) 	|v| = 77.4782","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.2752 ) 	|v| = 44.2752","v = ( 0.0000, 0.0000, -11.1069 ) 	|v| = 11.1069","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
361,"v = ( 0.0000, 0.0000, 77.9210 ) 	|v| = 77.9210","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.1642 ) 	|v| = 44.1642","v = ( 0.0000, 0.0000, -11.1003 ) 	|v| = 11.1003","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
362,"v = ( 0.0000, 0.0000, 78.3626 ) 	|v| = 78.3626","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 44.0533 ) 	|v| = 44.0533","v = ( 0.0000, 0.0000, -11.0938 ) 	|v| = 11.0938","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
363,"v = ( 0.0000, 0.0000, 78.8031 ) 	|v| = 78.8031","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.9424 ) 	|v| = 43.9424","v = ( 0.0000, 0.0000, -11.0873 ) 	|v| = 11.0873","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
364,"v = ( 0.0000, 0.0000, 79.2426 ) 	|v| = 79.2426","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.8316 ) 	|v| = 43.8316","v = ( 0.0000, 0.0000, -11.0809 ) 	|v| = 11.0809","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
365,"v = ( 0.0000, 0.0000, 79.6809 ) 	|v| = 79.6809","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.7209 ) 	|v| = 43.7209","v = ( 0.0000, 0.0000, -11.0744 ) 	|v| = 11.0744","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
366,"v = ( 0.0000, 0.0000, 80.1181 ) 	|v| = 80.1181","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.6102 ) 	|v| = 43.6102","v = ( 0.0000, 0.0000, -11.0680 ) 	|v| = 11.0680","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
367,"v = ( 0.0000, 0.0000, 80.5542 ) 	|v| = 80.5542","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.4996 ) 	|v| = 43.4996","v = ( 0.0000, 0.0000, -11.0616 ) 	|v| = 11.0616","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
368,"v = ( 0.0000, 0.0000, 80.9892 ) 	|v| = 80.9892","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.3890 ) 	|v| = 43.3890","v = ( 0.0000, 0.0000, -11.0552 ) 	|v| = 11.0552","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
369,"v = ( 0.0000, 0.0000, 81.4231 ) 	|v| = 81.4231","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.2785 ) 	|v| = 43.2785","v = ( 0.0000, 0.0000, -11.0488 ) 	|v| = 11.0488","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
370,"v = ( 0.0000, 0.0000, 81.8559 ) 	|v| = 81.8559","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.1681 ) 	|v| = 43.1681","v = ( 0.0000, 0.0000, -11.0424 ) 	|v| = 11.0424","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
371,"v = ( 0.0000, 0.0000, 82.2875 ) 	|v| = 82.2875","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 43.0577 ) 	|v| = 43.0577","v = ( 0.0000, 0.0000, -11.0361 ) 	|v| = 11.0361","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
372,"v = ( 0.0000, 0.0000, 82.7181 ) 	|v| = 82.7181","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.9474 ) 	|v| = 42.9474","v = ( 0.0000, 0.0000, -11.0298 ) 	|v| = 11.0298","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
373,"v = ( 0.0000, 0.0000, 83.1476 ) 	|v| = 83.1476","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.8372 ) 	|v| = 42.8372","v = ( 0.0000, 0.0000, -11.0235 ) 	|v| = 11.0235","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
374,"v = ( 0.0000, 0.0000, 83.5760 ) 	|v| = 83.5760","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.7270 ) 	|v| = 42.7270","v = ( 0.0000, 0.0000, -11.0172 ) 	|v| = 11.0172","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
375,"v = ( 0.0000, 0.0000, 84.0032 ) 	|v| = 84.0032","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.6169 ) 	|v| = 42.6169","v = ( 0.0000, 0.0000, -11.0110 ) 	|v| = 11.0110","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
376,"v = ( 0.0000, 0.0000, 84.4294 ) 	|v| = 84.4294","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.5069 ) 	|v| = 42.5069","v = ( 0.0000, 0.0000, -11.0047 ) 	|v| = 11.0047","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
377,"v = ( 0.0000, 0.0000, 84.8545 ) 	|v| = 84.8545","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.3969 ) 	|v| = 42.3969","v = ( 0.0000, 0.0000, -10.9985 ) 	|v| = 10.9985","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
378,"v = ( 0.0000, 0.0000, 85.2785 ) 	|v| = 85.2785","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.2870 ) 	|v| = 42.2870","v = ( 0.0000, 0.0000, -10.9923 ) 	|v| = 10.9923","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
379,"v = ( 0.0000, 0.0000, 85.7013 ) 	|v| = 85.7013","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.1771 ) 	|v| = 42.1771","v = ( 0.0000, 0.0000, -10.9862 ) 	|v| = 10.9862","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
380,"v = ( 0.0000, 0.0000, 86.1231 ) 	|v| = 86.1231","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 42.0673 ) 	|v| = 42.0673","v = ( 0.0000, 0.0000, -10.9800 ) 	|v| = 10.9800","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
381,"v = ( 0.0000, 0.0000, 86.5438 ) 	|v| = 86.5438","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.9576 ) 	|v| = 41.9576","v = ( 0.0000, 0.0000, -10.9739 ) 	|v| = 10.9739","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
382,"v = ( 0.0000, 0.0000, 86.9633 ) 	|v| = 86.9633","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.8479 ) 	|v| = 41.8479","v = ( 0.0000, 0.0000, -10.9678 ) 	|v| = 10.9678","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
383,"v = ( 0.0000, 0.0000, 87.3818 ) 	|v| = 87.3818","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.7383 ) 	|v| = 41.7383","v = ( 0.0000, 0.0000, -10.9617 ) 	|v| = 10.9617","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
384,"v = ( 0.0000, 0.0000, 87.7992 ) 	|v| = 87.7992","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.6287 ) 	|v| = 41.6287","v = ( 0.0000, 0.0000, -10.9556 ) 	|v| = 10.9556","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
385,"v = ( 0.0000, 0.0000, 88.2155 ) 	|v| = 88.2155","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.5192 ) 	|v| = 41.5192","v = ( 0.0000, 0.0000, -10.9495 ) 	|v| = 10.9495","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
386,"v = ( 0.0000, 0.0000, 88.6307 ) 	|v| = 88.6307","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.4098 ) 	|v| = 41.4098","v = ( 0.0000, 0.0000, -10.9435 ) 	|v| = 10.9435","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
387,"v = ( 0.0000, 0.0000, 89.0448 ) 	|v| = 89.0448","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.3004 ) 	|v| = 41.3004","v = ( 0.0000, 0.0000, -10.9375 ) 	|v| = 10.9375","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
388,"v = ( 0.0000, 0.0000, 89.4578 ) 	|v| = 89.4578","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.1911 ) 	|v| = 41.1911","v = ( 0.0000, 0.0000, -10.9315 ) 	|v| = 10.9315","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
389,"v = ( 0.0000, 0.0000, 89.8697 ) 	|v| = 89.8697","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 41.0819 ) 	|v| = 41.0819","v = ( 0.0000, 0.0000, -10.9255 ) 	|v| = 10.9255","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
390,"v = ( 0.0000, 0.0000, 90.2805 ) 	|v| = 90.2805","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.9727 ) 	|v| = 40.9727","v = ( 0.0000, 0.0000, -10.9195 ) 	|v| = 10.9195","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
391,"v = ( 0.0000, 0.0000, 90.6902 ) 	|v| = 90.6902","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.8635 ) 	|v| = 40.8635","v = ( 0.0000, 0.0000, -10.9136 ) 	|v| = 10.9136","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
392,"v = ( 0.0000, 0.0000, 91.0989 ) 	|v| = 91.0989","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.7544 ) 	|v| = 40.7544","v = ( 0.0000, 0.0000, -10.9077 ) 	|v| = 10.9077","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
393,"v = ( 0.0000, 0.0000, 91.5064 ) 	|v| = 91.5064","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.6454 ) 	|v| = 40.6454","v = ( 0.0000, 0.0000, -10.9017 ) 	|v| = 10.9017","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
394,"v = ( 0.0000, 0.0000, 91.9129 ) 	|v| = 91.9129","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.5365 ) 	|v| = 40.5365","v = ( 0.0000, 0.0000, -10.8959 ) 	|v| = 10.8959","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
395,"v = ( 0.0000, 0.0000, 92.3182 ) 	|v| = 92.3182","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.4276 ) 	|v| = 40.4276","v = ( 0.0000, 0.0000, -10.8900 ) 	|v| = 10.8900","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
396,"v = ( 0.0000, 0.0000, 92.7225 ) 	|v| = 92.7225","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.3187 ) 	|v| = 40.3187","v = ( 0.0000, 0.0000, -10.8841 ) 	|v| = 10.8841","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
397,"v = ( 0.0000, 0.0000, 93.1257 ) 	|v| = 93.1257","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.2099 ) 	|v| = 40.2099","v = ( 0.0000, 0.0000, -10.8783 ) 	|v| = 10.8783","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
398,"v = ( 0.0000, 0.0000, 93.5278 ) 	|v| = 93.5278","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 40.1012 ) 	|v| = 40.1012","v = ( 0.0000, 0.0000, -10.8725 ) 	|v| = 10.8725","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
399,"v = ( 0.0000, 0.0000, 93.9288 ) 	|v| = 93.9288","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.9926 ) 	|v| = 39.9926","v = ( 0.0000, 0.0000, -10.8667 ) 	|v| = 10.8667","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
400,"v = ( 0.0000, 0.0000, 94.3287 ) 	|v| = 94.3287","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.8839 ) 	|v| = 39.8839","v = ( 0.0000, 0.0000, -10.8609 ) 	|v| = 10.8609","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
401,"v = ( 0.0000, 0.0000, 94.7276 ) 	|v| = 94.7276","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.7754 ) 	|v| = 39.7754","v = ( 0.0000, 0.0000, -10.8552 ) 	|v| = 10.8552","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
402,"v = ( 0.0000, 0.0000, 95.1253 ) 	|v| = 95.1253","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.6669 ) 	|v| = 39.6669","v = ( 0.0000, 0.0000, -10.8494 ) 	|v| = 10.8494","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
403,"v = ( 0.0000, 0.0000, 95.5220 ) 	|v| = 95.5220","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.5585 ) 	|v| = 39.5585","v = ( 0.0000, 0.0000, -10.8437 ) 	|v| = 10.8437","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
404,"v = ( 0.0000, 0.0000, 95.9176 ) 	|v| = 95.9176","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.4501 ) 	|v| = 39.4501","v = ( 0.0000, 0.0000, -10.8380 ) 	|v| = 10.8380","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
405,"v = ( 0.0000, 0.0000, 96.3121 ) 	|v| = 96.3121","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.3418 ) 	|v| = 39.3418","v = ( 0.0000, 0.0000, -10.8324 ) 	|v| = 10.8324","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
406,"v = ( 0.0000, 0.0000, 96.7055 ) 	|v| = 96.7055","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.2335 ) 	|v| = 39.2335","v = ( 0.0000, 0.0000, -10.8267 ) 	|v| = 10.8267","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
407,"v = ( 0.0000, 0.0000, 97.0978 ) 	|v| = 97.0978","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.1253 ) 	|v| = 39.1253","v = ( 0.0000, 0.0000, -10.8210 ) 	|v| = 10.8210","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
408,"v = ( 0.0000, 0.0000, 97.4891 ) 	|v| = 97.4891","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 39.0171 ) 	|v| = 39.0171","v = ( 0.0000, 0.0000, -10.8154 ) 	|v| = 10.8154","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
409,"v = ( 0.0000, 0.0000, 97.8793 ) 	|v| = 97.8793","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.9090 ) 	|v| = 38.9090","v = ( 0.0000, 0.0000, -10.8098 ) 	|v| = 10.8098","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
410,"v = ( 0.0000, 0.0000, 98.2684 ) 	|v| = 98.2684","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.8010 ) 	|v| = 38.8010","v = ( 0.0000, 0.0000, -10.8042 ) 	|v| = 10.8042","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
411,"v = ( 0.0000, 0.0000, 98.6564 ) 	|v| = 98.6564","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.6930 ) 	|v| = 38.6930","v = ( 0.0000, 0.0000, -10.7987 ) 	|v| = 10.7987","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
412,"v = ( 0.0000, 0.0000, 99.0433 ) 	|v| = 99.0433","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.5851 ) 	|v| = 38.5851","v = ( 0.0000, 0.0000, -10.7931 ) 	|v| = 10.7931","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
413,"v = ( 0.0000, 0.0000, 99.4291 ) 	|v| = 99.4291","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.4772 ) 	|v| = 38.4772","v = ( 0.0000, 0.0000, -10.7876 ) 	|v| = 10.7876","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
414,"v = ( 0.0000, 0.0000, 99.8139 ) 	|v| = 99.8139","v = ( 0.0000, 0.0000, 1.0000 ) 	|v| = 1.0000",0.0,0.0,0.0,0.0,"v = ( 0.0000, 0.0000, 38.3694 ) 	|v| = 38.3694","v = ( 0.0000, 0.0000, -10.7821 ) 	|v| = 10.7821","v = ( 0.0000, 0.0000, 0.0000 ) 	|v| = 0.0000"
